22841-22834-MA0000517,adult_old,MPATH458, skin 133A
Probe Array Lot: 2006849
Operator Name: ec
Sample Type: 
Sample Description: 
Project: 
Comments: 
Reagents: 
Reagent Lot: 
Algorithm: Statistical
Corner+ Avg:169, Count:32
Corner- Avg:9762, Count:32
BF= Alpha1=0.05 Alpha2=0.065 Tau=0.015 Gamma1H=0.0045 Gamma1L=0.0045 Gamma2H=0.006 Gamma2L=0.006 Perturbation=1.1 TGT=2500 NF=1.000000 SF=15.616271 SFGene=All 
Background=Avg:80.00,Stdev:2.49,Max:87.7,Min:75.2 Noise=Avg:4.99,Stdev:0.45,Max:6.6,Min:4.1 RawQ=3.25 

Probe Set Name	Stat Pairs	Stat Pairs Used	Signal	Detection	Detection p-value	Stat Common Pairs	Signal Log Ratio	Signal Log Ratio Low	Signal Log Ratio High	Change	Change p-value	Positive	Negative	Pairs	Pairs Used	Pairs InAvg	Pos Fraction	Log Avg	Pos/Neg	Avg Diff	Abs Call	Inc	Dec	Inc Ratio	Dec Ratio	Pos Change	Neg Change	Inc/Dec	DPos-DNeg Ratio	Log Avg Ratio Change	Diff Call	Avg Diff Change	B=A	Fold Change	Sort Score	
218005_at	11	11	11338.6	P	0.000244																															
218006_s_at	11	11	2496.5	P	0.000732																															
218007_s_at	11	11	19510.0	P	0.000244																															
218008_at	11	11	5785.7	P	0.000732																															
218009_s_at	11	11	2710.9	P	0.001953																															
218010_x_at	11	11	6919.2	P	0.000732																															
218011_at	11	11	5723.0	P	0.000244																															
218012_at	11	11	3879.8	P	0.030273																															
218013_x_at	11	11	3493.3	P	0.001221																															
218014_at	11	11	4075.2	P	0.000244																															
218015_s_at	11	11	483.3	A	0.334473																															
218016_s_at	11	11	5605.1	P	0.000244																															
218017_s_at	11	11	6672.7	P	0.001221																															
218018_at	11	11	897.4	P	0.018555																															
218019_s_at	11	11	6035.7	P	0.001221																															
218020_s_at	11	11	5156.8	P	0.001953																															
218021_at	11	11	3242.6	P	0.014160																															
218022_at	11	11	3435.3	P	0.018555																															
218023_s_at	11	11	6930.2	P	0.001953																															
218024_at	11	11	2946.6	P	0.000244																															
218025_s_at	11	11	4344.9	P	0.000732																															
218026_at	11	11	14964.2	P	0.000244																															
218027_at	11	11	6137.5	P	0.000244																															
218028_at	11	11	2631.7	A	0.067627																															
218029_at	11	11	478.1	A	0.500000																															
218030_at	11	11	2761.9	P	0.000732																															
218031_s_at	11	11	2867.8	P	0.000244																															
218032_at	11	11	3263.1	P	0.001221																															
218033_s_at	11	11	498.9	A	0.334473																															
218034_at	11	11	9538.8	P	0.000732																															
218035_s_at	11	11	9204.2	P	0.000732																															
218036_x_at	11	11	2184.1	P	0.000244																															
218037_at	11	11	4705.7	P	0.002930																															
218038_at	11	11	2167.8	A	0.366211																															
218039_at	11	11	4630.4	P	0.000244																															
218040_at	11	11	2506.3	P	0.002930																															
218041_x_at	11	11	21279.5	P	0.000244																															
218042_at	11	11	7258.7	P	0.000732																															
218043_s_at	11	11	1779.1	P	0.000732																															
218044_x_at	11	11	125.7	A	0.500000																															
218045_x_at	11	11	1157.3	P	0.018555																															
218046_s_at	11	11	2782.2	A	0.067627																															
218047_at	11	11	9936.2	P	0.000244																															
218048_at	11	11	8260.3	P	0.000244																															
218049_s_at	11	11	1841.7	P	0.000244																															
218050_at	11	11	5370.2	P	0.000244																															
218051_s_at	11	11	4721.1	P	0.001953																															
218052_s_at	11	11	3493.5	P	0.002930																															
218053_at	11	11	9440.9	P	0.000244																															
218054_s_at	11	11	1339.2	A	0.246094																															
218055_s_at	11	11	2056.3	P	0.000244																															
218056_at	11	11	4844.9	P	0.000732																															
218057_x_at	11	11	3066.6	P	0.000244																															
218058_at	11	11	3262.8	P	0.018555																															
218059_at	11	11	8425.1	P	0.000244																															
218060_s_at	11	11	1376.6	A	0.111572																															
218061_at	11	11	5216.5	P	0.000732																															
218062_x_at	11	11	16237.6	P	0.000244																															
218063_s_at	11	11	200.3	A	0.533936																															
218064_s_at	11	11	1487.9	P	0.037598																															
218065_s_at	11	11	6274.5	P	0.001221																															
218066_at	11	11	6541.5	P	0.004150																															
218067_s_at	11	11	14429.6	P	0.000244																															
218068_s_at	11	11	2226.0	M	0.056152																															
218069_at	11	11	6535.0	P	0.018555																															
218070_s_at	11	11	1468.9	P	0.000732																															
218071_s_at	11	11	2273.8	P	0.004150																															
218072_at	11	11	2352.8	P	0.037598																															
218073_s_at	11	11	1450.2	P	0.005859																															
218074_at	11	11	6046.4	P	0.000244																															
218075_at	11	11	1285.0	A	0.129639																															
218076_s_at	11	11	4878.8	P	0.000244																															
218077_s_at	11	11	820.8	A	0.111572																															
218078_s_at	11	11	2400.4	P	0.000732																															
218079_s_at	11	11	7569.0	P	0.000732																															
218080_x_at	11	11	4359.5	P	0.004150																															
218081_at	11	11	261.8	A	0.334473																															
218082_s_at	11	11	5883.8	P	0.000244																															
218083_at	11	11	1703.6	P	0.000732																															
218084_x_at	11	11	4964.7	P	0.001953																															
218085_at	11	11	2637.5	P	0.000244																															
218086_at	11	11	4534.6	P	0.001221																															
218087_s_at	11	11	2476.8	P	0.000244																															
218088_s_at	11	11	5767.1	P	0.000244																															
218089_at	11	11	3933.9	P	0.008057																															
218090_s_at	11	11	2980.4	P	0.000244																															
218091_at	11	11	3171.4	P	0.000244																															
218092_s_at	11	11	2368.1	P	0.000244																															
218093_s_at	11	11	4723.8	P	0.000244																															
218094_s_at	11	11	5713.8	P	0.000244																															
218095_s_at	11	11	4242.5	P	0.000732																															
218096_at	11	11	2639.6	P	0.001221																															
218097_s_at	11	11	9712.0	P	0.002930																															
218098_at	11	11	9182.9	P	0.000244																															
218099_at	11	11	6100.2	P	0.001221																															
218100_s_at	11	11	3237.5	P	0.001953																															
218101_s_at	11	11	19031.4	P	0.000244																															
218102_at	11	11	2733.1	P	0.000244																															
218103_at	11	11	3000.7	P	0.001221																															
218104_at	11	11	4016.5	P	0.000732																															
218105_s_at	11	11	1797.7	P	0.000244																															
218106_s_at	11	11	2846.3	P	0.000244																															
218107_at	11	11	6491.1	P	0.002930																															
218108_at	11	11	3260.4	P	0.000244																															
218109_s_at	11	11	9790.7	P	0.000732																															
218110_at	11	11	1490.2	P	0.030273																															
218111_s_at	11	11	2087.0	P	0.001221																															
218112_at	11	11	2037.8	P	0.046143																															
218113_at	11	11	1966.0	P	0.018555																															
218114_at	11	11	3332.6	P	0.046143																															
218115_at	11	11	2550.6	P	0.023926																															
218116_at	11	11	2371.6	P	0.000732																															
218117_at	11	11	6570.8	P	0.000244																															
218118_s_at	11	11	3802.8	P	0.010742																															
218119_at	11	11	2863.2	P	0.000244																															
218120_s_at	11	11	1814.3	P	0.000732																															
218121_at	11	11	1501.7	A	0.274170																															
218122_s_at	11	11	2230.4	P	0.014160																															
218123_at	11	11	2644.1	P	0.000732																															
218124_at	11	11	3452.3	P	0.000244																															
218125_s_at	11	11	1998.3	P	0.046143																															
218126_at	11	11	4206.4	P	0.000244																															
218127_at	11	11	4411.9	P	0.001221																															
218128_at	11	11	705.2	P	0.001953																															
218129_s_at	11	11	766.7	P	0.010742																															
218130_at	11	11	1451.0	P	0.023926																															
218131_s_at	11	11	4893.5	P	0.002930																															
218132_s_at	11	11	7261.8	P	0.000244																															
218133_s_at	11	11	3212.1	P	0.010742																															
218134_s_at	11	11	3777.4	P	0.000244																															
218135_at	11	11	1969.8	P	0.008057																															
218136_s_at	11	11	1986.7	P	0.000244																															
218137_s_at	11	11	3813.3	P	0.000244																															
218138_at	11	11	3264.4	P	0.002930																															
218139_s_at	11	11	4483.7	P	0.000732																															
218140_x_at	11	11	8664.5	P	0.001953																															
218141_at	11	11	199.0	A	0.246094																															
218142_s_at	11	11	3955.1	P	0.000732																															
218143_s_at	11	11	3979.3	P	0.000244																															
218144_s_at	11	11	2749.3	P	0.030273																															
218145_at	11	11	2400.8	P	0.000732																															
218146_at	11	11	4730.6	P	0.000244																															
218147_s_at	11	11	1310.2	P	0.002930																															
218148_at	11	11	1383.0	A	0.129639																															
218149_s_at	11	11	4766.0	P	0.000244																															
218150_at	11	11	8485.9	P	0.000732																															
218151_x_at	11	11	1951.3	M	0.056152																															
218152_at	11	11	2703.9	P	0.000244																															
218153_at	11	11	2808.5	P	0.018555																															
218154_at	11	11	822.7	A	0.149658																															
218155_x_at	11	11	1492.9	P	0.008057																															
218156_s_at	11	11	864.3	P	0.014160																															
218157_x_at	11	11	7065.6	P	0.010742																															
218158_s_at	11	11	1340.0	P	0.002930																															
218159_at	11	11	5295.8	P	0.001953																															
218160_at	11	11	5380.9	P	0.000732																															
218161_s_at	11	11	308.4	A	0.567627																															
218162_at	11	11	6608.5	P	0.002930																															
218163_at	11	11	5382.2	P	0.000244																															
218164_at	11	11	4682.1	P	0.005859																															
218165_at	11	11	6534.2	P	0.000732																															
218166_s_at	11	11	952.1	P	0.005859																															
218167_at	11	11	5976.3	P	0.000732																															
218168_s_at	11	11	4973.7	P	0.018555																															
218169_at	11	11	1471.5	A	0.171387																															
218170_at	11	11	4240.5	P	0.001221																															
218171_at	11	11	10874.4	P	0.000244																															
218172_s_at	11	11	1533.7	P	0.001953																															
218173_s_at	11	11	874.8	P	0.023926																															
218174_s_at	11	11	1134.8	P	0.001221																															
218175_at	11	11	4887.8	P	0.010742																															
218176_at	11	11	4155.9	P	0.023926																															
218177_at	11	11	1456.5	P	0.000732																															
218178_s_at	11	11	5054.1	P	0.010742																															
218179_s_at	11	11	1299.2	P	0.004150																															
218180_s_at	11	11	2095.1	P	0.010742																															
218181_s_at	11	11	2044.8	P	0.000732																															
218182_s_at	11	11	378.7	A	0.274170																															
218183_at	11	11	915.2	P	0.008057																															
218184_at	11	11	3006.6	P	0.004150																															
218185_s_at	11	11	2220.6	P	0.000244																															
218186_at	11	11	11282.1	P	0.000244																															
218187_s_at	11	11	2038.3	P	0.000244																															
218188_s_at	11	11	8421.8	P	0.000244																															
218189_s_at	11	11	3806.9	P	0.000244																															
218190_s_at	11	11	22399.3	P	0.000244																															
218191_s_at	11	11	12866.4	P	0.000244																															
218192_at	11	11	6391.7	P	0.000244																															
218193_s_at	11	11	1458.6	P	0.005859																															
218194_at	11	11	12996.0	P	0.000244																															
218195_at	11	11	1884.7	P	0.000244																															
218196_at	11	11	971.5	P	0.004150																															
218197_s_at	11	11	830.5	P	0.005859																															
218198_at	11	11	4852.0	P	0.000244																															
218199_s_at	11	11	1830.8	A	0.080566																															
218200_s_at	11	11	17453.6	P	0.000244																															
218201_at	11	11	3999.0	P	0.000244																															
218202_x_at	11	11	803.5	P	0.001221																															
218203_at	11	11	8787.4	P	0.000244																															
218204_s_at	11	11	1549.2	P	0.000244																															
218205_s_at	11	11	15696.2	P	0.000244																															
218206_x_at	11	11	4856.7	M	0.056152																															
218207_s_at	11	11	43.7	A	0.432373																															
218208_at	11	11	3807.5	P	0.000244																															
218209_s_at	11	11	2445.9	P	0.000732																															
218210_at	11	11	4522.8	P	0.023926																															
218211_s_at	11	11	20614.3	P	0.000244																															
218212_s_at	11	11	2111.1	P	0.000244																															
218213_s_at	11	11	31219.8	P	0.000244																															
218214_at	11	11	2991.0	P	0.000732																															
218215_s_at	11	11	1507.2	P	0.030273																															
218216_x_at	11	11	5002.2	P	0.014160																															
218217_at	11	11	6965.2	P	0.000244																															
218218_at	11	11	2648.8	P	0.000244																															
218219_s_at	11	11	1990.0	P	0.023926																															
218220_at	11	11	4176.7	P	0.002930																															
218221_at	11	11	644.1	P	0.000732																															
218222_x_at	11	11	315.2	A	0.601074																															
218223_s_at	11	11	618.1	P	0.030273																															
218224_at	11	11	3032.4	P	0.000244																															
218225_at	11	11	2804.3	P	0.004150																															
218226_s_at	11	11	20649.6	P	0.000244																															
218227_at	11	11	1500.6	P	0.030273																															
218228_s_at	11	11	8226.2	P	0.000244																															
218229_s_at	11	11	6075.9	P	0.000732																															
218230_at	11	11	3469.2	P	0.000244																															
218231_at	11	11	5240.7	P	0.000732																															
218232_at	11	11	2980.8	P	0.004150																															
218233_s_at	11	11	21097.6	P	0.000244																															
218234_at	11	11	365.3	A	0.274170																															
218235_s_at	11	11	3645.2	P	0.008057																															
218236_s_at	11	11	4085.7	P	0.000244																															
218237_s_at	11	11	9992.5	P	0.000244																															
218238_at	11	11	3598.3	P	0.000732																															
218239_s_at	11	11	2424.7	P	0.000732																															
218240_at	11	11	1952.3	P	0.004150																															
218241_at	11	11	6684.3	P	0.000244																															
218242_s_at	11	11	8137.9	P	0.001221																															
218243_at	11	11	5584.3	P	0.002930																															
218244_at	11	11	3635.8	P	0.001221																															
218245_at	11	11	3865.1	P	0.008057																															
218246_at	11	11	1812.7	A	0.067627																															
218247_s_at	11	11	2775.3	P	0.000732																															
218248_at	11	11	6739.3	P	0.000244																															
218249_at	11	11	7827.5	P	0.000244																															
218250_s_at	11	11	10516.4	P	0.000244																															
218251_at	11	11	1936.5	P	0.000732																															
218252_at	11	11	2111.2	P	0.000732																															
218253_s_at	11	11	7855.0	P	0.000244																															
218254_s_at	11	11	2160.6	P	0.001221																															
218255_s_at	11	11	756.1	P	0.010742																															
218256_s_at	11	11	5062.4	P	0.000244																															
218257_s_at	11	11	902.0	P	0.018555																															
218258_at	11	11	14191.6	P	0.000732																															
218259_at	11	11	7338.7	P	0.000732																															
218260_at	11	11	1719.7	P	0.018555																															
218261_at	11	11	2934.8	P	0.046143																															
218262_at	11	11	2495.3	P	0.001953																															
218263_s_at	11	11	7264.4	P	0.000244																															
218264_at	11	11	804.2	P	0.001953																															
218265_at	11	11	2368.5	P	0.001221																															
218266_s_at	11	11	130.1	A	0.828613																															
218267_at	11	11	1373.7	P	0.010742																															
218268_at	11	11	3562.2	P	0.001221																															
218269_at	11	11	4646.5	P	0.000244																															
218270_at	11	11	7856.2	A	0.067627																															
218271_s_at	11	11	8036.8	P	0.001221																															
218272_at	11	11	1204.4	A	0.274170																															
218273_s_at	11	11	769.0	P	0.023926																															
218274_s_at	11	11	1614.0	M	0.056152																															
218275_at	11	11	1221.2	A	0.149658																															
218276_s_at	11	11	4778.2	P	0.000244																															
218277_s_at	11	11	5013.9	P	0.000732																															
218278_at	11	11	1404.7	P	0.023926																															
218279_s_at	11	11	316.4	A	0.366211																															
218280_x_at	11	11	3306.7	P	0.000244																															
218281_at	11	11	3272.5	P	0.000732																															
218282_at	11	11	1443.8	P	0.008057																															
218283_at	11	11	3993.3	P	0.000244																															
218284_at	11	11	2517.1	P	0.000244																															
218285_s_at	11	11	9451.5	P	0.000244																															
218286_s_at	11	11	3323.9	P	0.000244																															
218287_s_at	11	11	3566.9	P	0.014160																															
218288_s_at	11	11	5492.0	P	0.000244																															
218289_s_at	11	11	6494.7	P	0.001221																															
218290_at	11	11	3240.8	P	0.001221																															
218291_at	11	11	2773.3	P	0.001953																															
218292_s_at	11	11	1959.7	P	0.010742																															
218293_x_at	11	11	35.7	A	0.904785																															
218294_s_at	11	11	1160.1	P	0.001953																															
218295_s_at	11	11	237.3	A	0.274170																															
218296_x_at	11	11	1437.5	A	0.080566																															
218297_at	11	11	2177.9	P	0.004150																															
218298_s_at	11	11	3638.8	P	0.000244																															
218299_at	11	11	2226.3	A	0.149658																															
218300_at	11	11	1709.9	A	0.246094																															
218301_at	11	11	1857.9	P	0.030273																															
218302_at	11	11	2734.8	P	0.001221																															
218303_x_at	11	11	9616.5	P	0.000244																															
218304_s_at	11	11	1987.5	P	0.001953																															
218305_at	11	11	2170.1	P	0.000244																															
218306_s_at	11	11	3262.0	P	0.000244																															
218307_at	11	11	4272.6	P	0.004150																															
218308_at	11	11	620.1	A	0.366211																															
218309_at	11	11	7641.9	P	0.000244																															
218310_at	11	11	4154.1	P	0.002930																															
218311_at	11	11	1991.2	P	0.001953																															
218312_s_at	11	11	8380.3	P	0.001953																															
218313_s_at	11	11	10244.9	P	0.000244																															
218314_s_at	11	11	3018.5	P	0.001221																															
218315_s_at	11	11	2351.2	P	0.000244																															
218316_at	11	11	4878.9	P	0.000732																															
218317_x_at	11	11	2249.8	A	0.080566																															
218318_s_at	11	11	563.5	P	0.005859																															
218319_at	11	11	8445.8	P	0.000244																															
218320_s_at	11	11	7675.8	P	0.000244																															
218321_x_at	11	11	2600.4	P	0.005859																															
218322_s_at	11	11	1518.0	P	0.000732																															
218323_at	11	11	4351.1	P	0.000244																															
218324_s_at	11	11	1476.5	P	0.001953																															
218325_s_at	11	11	4272.8	P	0.037598																															
218326_s_at	11	11	1446.3	P	0.000732																															
218327_s_at	11	11	2347.8	P	0.001221																															
218328_at	11	11	2006.5	P	0.000732																															
218329_at	11	11	2486.2	A	0.095215																															
218330_s_at	11	11	8823.0	P	0.002930																															
218331_s_at	11	11	4608.8	P	0.000732																															
218332_at	11	11	2464.0	P	0.008057																															
218333_at	11	11	3150.1	P	0.002930																															
218334_at	11	11	3519.0	P	0.000244																															
218335_x_at	11	11	3142.7	A	0.194580																															
218336_at	11	11	4634.5	P	0.001221																															
218337_at	11	11	3382.3	P	0.000244																															
218338_at	11	11	3489.3	P	0.037598																															
218339_at	11	11	3329.5	P	0.002930																															
218340_s_at	11	11	1473.6	A	0.095215																															
218341_at	11	11	3452.0	P	0.001953																															
218342_s_at	11	11	3500.1	A	0.067627																															
218343_s_at	11	11	3784.6	P	0.001953																															
218344_s_at	11	11	2555.3	P	0.000732																															
218345_at	11	11	9544.6	P	0.004150																															
218346_s_at	11	11	7917.2	P	0.000732																															
218347_at	11	11	4467.6	P	0.000732																															
218348_s_at	11	11	2537.4	P	0.000244																															
218349_s_at	11	11	848.8	A	0.080566																															
218350_s_at	11	11	4221.0	P	0.000244																															
218351_at	11	11	4782.7	P	0.001953																															
218352_at	11	11	1783.8	P	0.000244																															
218353_at	11	11	3109.1	P	0.000244																															
218354_at	11	11	6275.5	P	0.002930																															
218355_at	11	11	1109.9	P	0.030273																															
218356_at	11	11	2291.3	P	0.000244																															
218357_s_at	11	11	14492.4	P	0.000732																															
218358_at	11	11	5601.2	P	0.008057																															
218359_at	11	11	1843.4	A	0.194580																															
218360_at	11	11	2798.8	P	0.001221																															
218361_at	11	11	5016.9	P	0.001221																															
218362_s_at	11	11	512.0	A	0.080566																															
218363_at	11	11	3015.4	P	0.005859																															
218364_at	11	11	3331.9	P	0.000244																															
218365_s_at	11	11	1206.9	P	0.023926																															
218366_x_at	11	11	6415.3	P	0.000244																															
218367_x_at	11	11	4026.6	P	0.000732																															
218368_s_at	11	11	2202.9	P	0.023926																															
218369_s_at	11	11	204.3	A	0.366211																															
218370_s_at	11	11	2362.2	P	0.014160																															
218371_s_at	11	11	2327.4	P	0.000244																															
218372_at	11	11	1862.7	P	0.023926																															
218373_at	11	11	1911.6	P	0.010742																															
218374_s_at	11	11	1969.6	P	0.000244																															
218375_at	11	11	2360.1	P	0.008057																															
218376_s_at	11	11	935.2	A	0.149658																															
218377_s_at	11	11	3817.9	P	0.018555																															
218378_s_at	11	11	1737.8	P	0.030273																															
218379_at	11	11	5377.4	P	0.001953																															
218380_at	11	11	1499.4	A	0.095215																															
218381_s_at	11	11	4271.6	P	0.000244																															
218382_s_at	11	11	864.7	A	0.194580																															
218383_at	11	11	7641.8	P	0.001221																															
218384_at	11	11	1691.2	A	0.095215																															
218385_at	11	11	2767.3	P	0.001953																															
218386_x_at	11	11	4917.4	P	0.000244																															
218387_s_at	11	11	7322.0	P	0.000244																															
218388_at	11	11	4681.1	P	0.000244																															
218389_s_at	11	11	5707.1	P	0.000244																															
218390_s_at	11	11	45.4	A	0.601074																															
218391_at	11	11	6356.0	P	0.008057																															
218392_x_at	11	11	597.5	A	0.095215																															
218393_s_at	11	11	1061.6	P	0.030273																															
218394_at	11	11	2969.7	P	0.001953																															
218395_at	11	11	3217.8	P	0.000732																															
218396_at	11	11	5949.9	P	0.000244																															
218397_at	11	11	3225.7	P	0.000244																															
218398_at	11	11	4673.1	P	0.001953																															
218399_s_at	11	11	3369.0	P	0.014160																															
218400_at	11	11	1650.2	P	0.010742																															
218401_s_at	11	11	745.1	P	0.010742																															
218402_s_at	11	11	1394.7	A	0.171387																															
218403_at	11	11	6900.3	P	0.000732																															
218404_at	11	11	827.5	A	0.080566																															
218405_at	11	11	2615.5	P	0.018555																															
218406_x_at	11	11	629.3	A	0.334473																															
218407_x_at	11	11	7494.8	P	0.005859																															
218408_at	11	11	2848.8	P	0.018555																															
218409_s_at	11	11	2492.4	P	0.030273																															
218410_s_at	11	11	292.0	A	0.567627																															
218411_s_at	11	11	1497.2	P	0.002930																															
218412_s_at	11	11	2861.2	P	0.030273																															
218413_s_at	11	11	94.6	A	0.466064																															
218414_s_at	11	11	1886.1	P	0.023926																															
218415_at	11	11	1356.5	A	0.366211																															
218416_s_at	11	11	889.6	P	0.046143																															
218417_s_at	11	11	714.5	A	0.194580																															
218418_s_at	11	11	4789.8	P	0.001953																															
218419_s_at	11	11	1792.6	P	0.000732																															
218420_s_at	11	11	2485.5	P	0.002930																															
218421_at	11	11	2490.2	A	0.067627																															
218422_s_at	11	11	2732.9	P	0.000732																															
218423_x_at	11	11	2734.6	P	0.000732																															
218424_s_at	11	11	5669.1	P	0.000244																															
218425_at	11	11	1459.2	P	0.030273																															
218426_s_at	11	11	881.7	P	0.014160																															
218427_at	11	11	2068.2	P	0.002930																															
218428_s_at	11	11	3967.0	P	0.001221																															
218429_s_at	11	11	3273.3	P	0.010742																															
218430_s_at	11	11	601.6	P	0.008057																															
218431_at	11	11	3851.3	P	0.030273																															
218432_at	11	11	1948.9	P	0.000732																															
218433_at	11	11	1793.4	P	0.002930																															
218434_s_at	11	11	3955.3	P	0.004150																															
218435_at	11	11	5428.0	P	0.000732																															
218436_at	11	11	1510.8	P	0.030273																															
218437_s_at	11	11	4571.6	P	0.000244																															
218438_s_at	11	11	3050.0	P	0.001953																															
218439_s_at	11	11	5328.5	P	0.005859																															
218440_at	11	11	4573.3	P	0.000244																															
218441_s_at	11	11	1696.6	P	0.046143																															
218442_at	11	11	1985.2	A	0.219482																															
218443_s_at	11	11	2744.3	P	0.000732																															
218444_at	11	11	846.3	P	0.005859																															
218445_at	11	11	1218.6	A	0.067627																															
218446_s_at	11	11	1694.5	P	0.000244																															
218447_at	11	11	3032.7	P	0.004150																															
218448_at	11	11	4846.7	P	0.001953																															
218449_at	11	11	2694.1	P	0.005859																															
218450_at	11	11	9593.4	P	0.000244																															
218451_at	11	11	2289.2	A	0.111572																															
218452_at	11	11	976.0	A	0.080566																															
218453_s_at	11	11	1185.8	A	0.129639																															
218454_at	11	11	4062.2	P	0.001221																															
218455_at	11	11	2881.5	P	0.010742																															
218456_at	11	11	3738.8	P	0.000244																															
218457_s_at	11	11	216.9	A	0.303711																															
218458_at	11	11	1457.9	P	0.000244																															
218459_at	11	11	2999.1	P	0.023926																															
218460_at	11	11	6582.7	P	0.000732																															
218461_at	11	11	2015.6	P	0.023926																															
218462_at	11	11	8028.7	P	0.000244																															
218463_s_at	11	11	2286.7	P	0.000244																															
218464_s_at	11	11	2543.1	A	0.149658																															
218465_at	11	11	2034.8	P	0.000732																															
218466_at	11	11	2262.7	P	0.010742																															
218467_at	11	11	16908.6	P	0.000244																															
218468_s_at	11	11	445.5	A	0.111572																															
218469_at	11	11	796.6	A	0.246094																															
218470_at	11	11	1123.6	P	0.014160																															
218471_s_at	11	11	4554.5	P	0.002930																															
218472_s_at	11	11	2236.1	P	0.002930																															
218473_s_at	11	11	2887.6	P	0.010742																															
218474_s_at	11	11	2477.5	P	0.023926																															
218475_at	11	11	765.4	A	0.334473																															
218476_at	11	11	1618.9	P	0.023926																															
218477_at	11	11	3497.7	P	0.000244																															
218478_s_at	11	11	6002.5	P	0.000244																															
218479_s_at	11	11	552.0	A	0.219482																															
218480_at	11	11	1836.4	P	0.008057																															
218481_at	11	11	3023.7	P	0.018555																															
218482_at	11	11	7945.8	P	0.000732																															
218483_s_at	11	11	3556.5	P	0.008057																															
218484_at	11	11	422.0	A	0.111572																															
218485_s_at	11	11	1056.2	A	0.219482																															
218486_at	11	11	2808.5	P	0.000732																															
218487_at	11	11	1450.7	P	0.030273																															
218488_at	11	11	2622.2	P	0.010742																															
218489_s_at	11	11	818.9	A	0.246094																															
218490_s_at	11	11	1778.7	P	0.000732																															
218491_s_at	11	11	4767.1	P	0.000732																															
218492_s_at	11	11	2434.5	P	0.001221																															
218493_at	11	11	3002.8	P	0.008057																															
218494_s_at	11	11	2430.8	P	0.008057																															
218495_at	11	11	15920.9	P	0.001953																															
218496_at	11	11	3050.0	P	0.030273																															
218497_s_at	11	11	2416.5	P	0.000732																															
218498_s_at	11	11	331.0	A	0.129639																															
218499_at	11	11	1759.8	P	0.000244																															
218500_at	11	11	2440.2	P	0.018555																															
218501_at	11	11	3472.6	P	0.018555																															
218502_s_at	11	11	9111.8	P	0.001953																															
218503_at	11	11	1634.2	P	0.001953																															
218504_at	11	11	3509.2	P	0.000244																															
218505_at	11	11	4696.9	P	0.030273																															
218506_x_at	11	11	3998.0	P	0.001953																															
218507_at	11	11	3882.8	P	0.004150																															
218508_at	11	11	2324.9	P	0.014160																															
218509_at	11	11	1251.2	A	0.080566																															
218510_x_at	11	11	1107.2	A	0.129639																															
218511_s_at	11	11	2034.2	P	0.010742																															
218512_at	11	11	4128.7	P	0.001953																															
218513_at	11	11	654.0	P	0.004150																															
218514_at	11	11	3641.2	P	0.000244																															
218515_at	11	11	5020.8	P	0.000732																															
218516_s_at	11	11	1047.6	A	0.129639																															
218517_at	11	11	2687.0	P	0.010742																															
218518_at	11	11	3964.7	P	0.000244																															
218519_at	11	11	2725.4	P	0.001953																															
218520_at	11	11	2960.7	P	0.001953																															
218521_s_at	11	11	707.0	P	0.014160																															
218522_s_at	11	11	1691.3	P	0.014160																															
218523_at	11	11	1393.8	A	0.149658																															
218524_at	11	11	1332.6	P	0.004150																															
218525_s_at	11	11	589.1	A	0.303711																															
218526_s_at	11	11	2254.4	P	0.001953																															
218527_at	11	11	3372.5	P	0.001221																															
218528_s_at	11	11	5530.0	P	0.000732																															
218529_at	11	11	1297.4	P	0.018555																															
218530_at	11	11	2031.5	P	0.046143																															
218531_at	11	11	3371.2	P	0.000732																															
218532_s_at	11	11	1936.2	P	0.000732																															
218533_s_at	11	11	2698.7	P	0.000244																															
218534_s_at	11	11	2676.1	P	0.000732																															
218535_s_at	11	11	2693.8	P	0.010742																															
218536_at	11	11	2233.1	P	0.000732																															
218537_at	11	11	144.2	A	0.601074																															
218538_s_at	11	11	1343.2	P	0.000244																															
218539_at	11	11	5078.6	P	0.000732																															
218540_at	11	11	4813.6	P	0.010742																															
218541_s_at	11	11	2000.5	P	0.000244																															
218542_at	11	11	759.3	P	0.010742																															
218543_s_at	11	11	2982.3	P	0.000244																															
218544_s_at	11	11	3472.6	P	0.002930																															
218545_at	11	11	1959.9	P	0.000244																															
218546_at	11	11	7940.5	P	0.000244																															
218547_at	11	11	1600.2	A	0.129639																															
218548_x_at	11	11	871.9	P	0.004150																															
218549_s_at	11	11	1985.7	P	0.000244																															
218550_s_at	11	11	657.5	A	0.500000																															
218551_at	11	11	2061.1	A	0.067627																															
218552_at	11	11	10110.9	P	0.000244																															
218553_s_at	11	11	1632.2	A	0.095215																															
218554_s_at	11	11	1407.7	P	0.008057																															
218555_at	11	11	3154.4	P	0.014160																															
218556_at	11	11	3932.9	P	0.000244																															
218557_at	11	11	4998.7	P	0.000244																															
218558_s_at	11	11	3914.8	P	0.000244																															
218559_s_at	11	11	7408.6	P	0.000732																															
218560_s_at	11	11	1817.6	P	0.030273																															
218561_s_at	11	11	4936.3	P	0.005859																															
218562_s_at	11	11	1062.1	P	0.018555																															
218563_at	11	11	9167.1	P	0.000732																															
218564_at	11	11	723.7	P	0.008057																															
218565_at	11	11	828.4	P	0.010742																															
