21470-21452-fetal,normal,MA0000216 spinal column 133B
Probe Array Lot: 
Operator Name: ec
Sample Type: 
Sample Description: 
Project: 
Comments: 
Reagents: 
Reagent Lot: 
Algorithm: Statistical
Corner+ Avg:97, Count:32
Corner- Avg:8712, Count:32
BF= Alpha1=0.05 Alpha2=0.065 Tau=0.015 Gamma1H=0.0045 Gamma1L=0.0045 Gamma2H=0.006 Gamma2L=0.006 Perturbation=1.1 TGT=2500 NF=1.000000 SF=24.506239 SFGene=All 
Background=Avg:66.33,Stdev:2.48,Max:76.0,Min:61.5 Noise=Avg:3.49,Stdev:0.25,Max:4.3,Min:2.9 RawQ=2.67 

Probe Set Name	Stat Pairs	Stat Pairs Used	Signal	Detection	Detection p-value	Stat Common Pairs	Signal Log Ratio	Signal Log Ratio Low	Signal Log Ratio High	Change	Change p-value	Positive	Negative	Pairs	Pairs Used	Pairs InAvg	Pos Fraction	Log Avg	Pos/Neg	Avg Diff	Abs Call	Inc	Dec	Inc Ratio	Dec Ratio	Pos Change	Neg Change	Inc/Dec	DPos-DNeg Ratio	Log Avg Ratio Change	Diff Call	Avg Diff Change	B=A	Fold Change	Sort Score	
233853_at	11	11	886.7	P	0.000244																															
233854_x_at	11	11	288.5	A	0.696289																															
233855_at	11	11	292.0	A	0.601074																															
233856_at	11	11	325.3	A	0.432373																															
233857_s_at	11	11	707.9	A	0.219482																															
233858_at	11	11	369.3	A	0.095215																															
233859_at	11	11	1223.3	A	0.274170																															
233860_s_at	11	11	27.9	A	0.981445																															
233861_at	11	11	76.7	A	0.500000																															
233862_at	11	11	432.9	A	0.274170																															
233863_at	11	11	330.3	A	0.366211																															
233864_s_at	11	11	14791.7	P	0.000244																															
233865_at	11	11	1854.2	A	0.219482																															
233866_at	11	11	593.9	A	0.303711																															
233867_at	11	11	1219.2	A	0.095215																															
233868_x_at	11	11	8184.4	A	0.067627																															
233869_x_at	11	11	527.7	A	0.129639																															
233870_at	11	11	2020.0	A	0.171387																															
233871_at	11	11	776.2	A	0.149658																															
233872_x_at	11	11	71.6	A	0.665527																															
233873_x_at	11	11	6312.3	P	0.001221																															
233874_at	11	11	1062.0	P	0.018555																															
233875_at	11	11	75.2	A	0.665527																															
233876_at	11	11	517.0	A	0.246094																															
233877_at	11	11	102.8	A	0.969727																															
233878_s_at	11	11	5370.9	P	0.002930																															
233879_at	11	11	213.2	A	0.466064																															
233880_at	11	11	1413.6	A	0.219482																															
233881_s_at	11	11	3496.4	P	0.014160																															
233882_s_at	11	11	17192.6	P	0.000244																															
233883_at	11	11	127.4	A	0.665527																															
233884_at	11	11	573.1	A	0.274170																															
233885_at	11	11	224.6	A	0.870361																															
233886_at	11	11	726.3	M	0.056152																															
233887_at	11	11	993.6	P	0.002930																															
233888_s_at	11	11	2739.5	P	0.018555																															
233889_at	11	11	371.9	A	0.533936																															
233890_at	11	11	1444.9	P	0.046143																															
233891_at	11	11	690.9	A	0.171387																															
233892_at	11	11	271.3	A	0.567627																															
233893_s_at	11	11	3430.0	P	0.001953																															
233894_x_at	11	11	146.7	A	0.953857																															
233895_at	11	11	46.4	A	0.696289																															
233896_s_at	11	11	712.7	A	0.500000																															
233897_at	11	11	75.0	A	0.850342																															
233898_s_at	11	11	6827.9	P	0.000244																															
233899_x_at	11	11	4527.1	P	0.000244																															
233900_at	11	11	1842.7	A	0.171387																															
233901_at	11	11	537.6	A	0.246094																															
233902_at	11	11	1239.1	A	0.080566																															
233903_s_at	11	11	855.2	P	0.008057																															
233904_at	11	11	84.5	A	0.633789																															
233905_at	11	11	102.3	A	0.805420																															
233906_at	11	11	645.6	M	0.056152																															
233907_s_at	11	11	258.9	A	0.334473																															
233908_x_at	11	11	316.5	A	0.398926																															
233909_at	11	11	752.8	A	0.303711																															
233910_at	11	11	1542.1	P	0.001221																															
233911_s_at	11	11	311.4	A	0.111572																															
233912_x_at	11	11	1431.4	P	0.023926																															
233913_at	11	11	69.1	A	0.919434																															
233914_s_at	11	11	1849.5	P	0.010742																															
233915_at	11	11	125.3	A	0.432373																															
233916_at	11	11	2186.9	A	0.111572																															
233917_s_at	11	11	2743.0	A	0.171387																															
233918_at	11	11	592.7	A	0.466064																															
233919_s_at	11	11	6271.9	P	0.018555																															
233920_at	11	11	723.5	A	0.533936																															
233921_s_at	11	11	1667.6	P	0.023926																															
233922_at	11	11	80.3	A	0.904785																															
233923_at	11	11	132.8	A	0.665527																															
233924_s_at	11	11	3517.5	P	0.001221																															
233925_at	11	11	1194.1	P	0.037598																															
233926_at	11	11	495.7	M	0.056152																															
233927_at	11	11	839.2	A	0.246094																															
233928_at	11	11	988.5	A	0.432373																															
233929_x_at	11	11	11537.8	P	0.000244																															
233930_at	11	11	226.0	A	0.696289																															
233931_at	11	11	619.5	A	0.171387																															
233932_at	11	11	666.4	A	0.149658																															
233933_s_at	11	11	3730.6	P	0.002930																															
233934_at	11	11	848.8	A	0.095215																															
233935_at	11	11	1458.0	A	0.303711																															
233936_s_at	11	11	3566.7	P	0.001953																															
233937_at	11	11	662.6	P	0.023926																															
233938_at	11	11	1393.5	A	0.219482																															
233939_at	11	11	179.5	A	0.888428																															
233940_at	11	11	1119.5	P	0.046143																															
233941_at	11	11	365.0	A	0.696289																															
233942_at	11	11	472.1	A	0.432373																															
233943_x_at	11	11	1014.5	A	0.129639																															
233944_at	11	11	1406.7	P	0.008057																															
233945_at	11	11	101.9	A	0.398926																															
233946_at	11	11	1322.2	P	0.008057																															
233947_s_at	11	11	40.4	A	0.780518																															
233948_at	11	11	337.9	A	0.500000																															
233949_s_at	11	11	101.6	A	0.466064																															
233950_at	11	11	8419.6	P	0.000732																															
233951_at	11	11	1478.1	A	0.303711																															
233952_s_at	11	11	3791.7	P	0.004150																															
233953_at	11	11	88.6	A	0.665527																															
233954_at	11	11	177.9	A	0.601074																															
233955_x_at	11	11	36741.3	P	0.000244																															
233956_at	11	11	1295.6	A	0.246094																															
233957_at	11	11	958.0	P	0.030273																															
233958_at	11	11	465.2	A	0.194580																															
233959_at	11	11	882.3	A	0.303711																															
233960_s_at	11	11	782.8	A	0.466064																															
233961_at	11	11	1906.2	A	0.303711																															
233962_at	11	11	42.8	A	0.828613																															
233963_at	11	11	418.5	A	0.149658																															
233964_at	11	11	327.5	A	0.095215																															
233965_at	11	11	762.4	A	0.303711																															
233966_at	11	11	1961.4	A	0.111572																															
233967_at	11	11	792.1	A	0.303711																															
233968_at	11	11	66.6	A	0.904785																															
233969_at	11	11	36.9	A	0.969727																															
233970_s_at	11	11	2893.6	P	0.000732																															
233971_at	11	11	1090.1	A	0.334473																															
233972_s_at	11	11	172.4	A	0.366211																															
233973_at	11	11	114.1	A	0.780518																															
233974_s_at	11	11	1509.7	P	0.001953																															
233975_at	11	11	562.6	A	0.194580																															
233976_at	11	11	341.8	A	0.601074																															
233977_at	11	11	1682.1	P	0.004150																															
233978_at	11	11	545.2	A	0.194580																															
233979_s_at	11	11	83.1	A	0.696289																															
233980_s_at	11	11	232.9	A	0.567627																															
233981_at	11	11	688.0	A	0.533936																															
233982_x_at	11	11	3808.1	P	0.014160																															
233983_at	11	11	435.5	A	0.633789																															
233984_at	11	11	1921.9	P	0.008057																															
233985_x_at	11	11	400.6	A	0.567627																															
233986_s_at	11	11	832.9	A	0.432373																															
233987_at	11	11	153.7	A	0.665527																															
233988_x_at	11	11	139.1	A	0.633789																															
233989_at	11	11	437.7	A	0.334473																															
233990_at	11	11	587.9	A	0.219482																															
233991_at	11	11	219.4	A	0.780518																															
233992_x_at	11	11	4796.8	M	0.056152																															
233993_at	11	11	721.6	A	0.696289																															
233994_at	11	11	117.3	A	0.601074																															
233995_at	11	11	2205.4	P	0.001953																															
233996_x_at	11	11	183.9	A	0.149658																															
233997_at	11	11	302.7	A	0.219482																															
233998_x_at	11	11	113.5	A	0.696289																															
233999_s_at	11	11	2832.4	P	0.014160																															
234000_s_at	11	11	32832.1	P	0.000244																															
234001_s_at	11	11	4914.3	P	0.023926																															
234002_at	11	11	47.0	A	0.998047																															
234003_at	11	11	334.3	A	0.334473																															
234004_at	11	11	651.1	A	0.171387																															
234005_x_at	11	11	4551.6	P	0.004150																															
234006_s_at	11	11	592.2	A	0.129639																															
234007_at	11	11	147.3	A	0.870361																															
234008_s_at	11	11	742.4	A	0.601074																															
234009_at	11	11	371.8	P	0.014160																															
234010_at	11	11	743.3	A	0.080566																															
234011_at	11	11	870.4	P	0.008057																															
234012_at	11	11	268.4	A	0.432373																															
234013_at	11	11	1048.8	M	0.056152																															
234014_at	11	11	879.1	A	0.334473																															
234015_at	11	11	208.6	A	0.398926																															
234016_at	11	11	64.0	A	0.633789																															
234017_at	11	11	426.9	A	0.432373																															
234018_s_at	11	11	80.8	A	0.696289																															
234019_at	11	11	1756.7	P	0.037598																															
234020_x_at	11	11	855.2	P	0.037598																															
234021_at	11	11	686.1	A	0.080566																															
234022_at	11	11	334.1	A	0.149658																															
234023_s_at	11	11	444.4	A	0.194580																															
234024_at	11	11	3486.8	A	0.080566																															
234025_at	11	11	700.0	A	0.274170																															
234026_at	11	11	1666.4	A	0.303711																															
234027_at	11	11	35.0	A	0.932373																															
234028_at	11	11	560.6	A	0.303711																															
234029_at	11	11	502.2	A	0.665527																															
234030_at	11	11	779.0	P	0.014160																															
234031_at	11	11	170.4	A	0.904785																															
234032_at	11	11	1902.7	P	0.004150																															
234033_at	11	11	2319.3	P	0.023926																															
234034_at	11	11	1352.0	A	0.095215																															
234035_at	11	11	502.1	A	0.567627																															
234036_x_at	11	11	480.0	A	0.432373																															
234037_s_at	11	11	575.5	A	0.334473																															
234038_at	11	11	53.7	A	0.567627																															
234039_at	11	11	942.6	A	0.274170																															
234040_at	11	11	167.3	A	0.095215																															
234041_at	11	11	155.1	A	0.303711																															
234042_at	11	11	2823.4	P	0.018555																															
234043_at	11	11	496.5	A	0.067627																															
234044_at	11	11	296.9	A	0.725830																															
234045_x_at	11	11	328.5	A	0.500000																															
234046_at	11	11	553.8	A	0.366211																															
234047_at	11	11	1600.1	M	0.056152																															
234048_s_at	11	11	813.5	A	0.171387																															
234049_at	11	11	68.9	A	0.932373																															
234050_at	11	11	283.6	A	0.111572																															
234051_at	11	11	364.9	A	0.149658																															
234052_at	11	11	147.8	A	0.805420																															
234053_at	11	11	65.4	A	0.904785																															
234054_at	11	11	241.3	A	0.533936																															
234055_s_at	11	11	75.8	A	0.753906																															
234056_at	11	11	1069.6	A	0.095215																															
234057_at	11	11	279.8	A	0.533936																															
234058_at	11	11	1168.8	A	0.219482																															
234059_at	11	11	709.8	P	0.037598																															
234060_at	11	11	144.2	A	0.665527																															
234061_at	11	11	2913.8	A	0.171387																															
234062_at	11	11	546.4	A	0.633789																															
234063_at	11	11	426.7	A	0.466064																															
234064_at	11	11	57.6	A	0.870361																															
234065_at	11	11	118.1	A	0.953857																															
234066_at	11	11	1875.4	A	0.171387																															
234067_at	11	11	1717.2	P	0.023926																															
234068_s_at	11	11	3497.7	P	0.010742																															
234069_at	11	11	948.5	A	0.171387																															
234070_at	11	11	1743.5	A	0.171387																															
234071_at	11	11	61.7	A	0.633789																															
234072_at	11	11	887.4	A	0.246094																															
234073_at	11	11	2397.1	A	0.095215																															
234074_at	11	11	3992.7	P	0.010742																															
234075_at	11	11	366.6	A	0.366211																															
234076_at	11	11	395.4	A	0.601074																															
234077_at	11	11	1423.0	A	0.171387																															
234078_at	11	11	92.0	A	0.696289																															
234079_at	11	11	1270.8	A	0.219482																															
234080_at	11	11	346.7	A	0.171387																															
234081_at	11	11	988.7	P	0.008057																															
234082_at	11	11	1176.9	P	0.023926																															
234083_at	11	11	127.9	A	0.932373																															
234084_x_at	11	11	1311.9	P	0.018555																															
234085_at	11	11	91.2	A	0.665527																															
234086_at	11	11	167.9	A	0.696289																															
234087_at	11	11	1279.5	A	0.095215																															
234088_at	11	11	611.4	A	0.398926																															
234089_at	11	11	970.0	A	0.533936																															
234090_at	11	11	652.1	A	0.194580																															
234091_at	11	11	1861.8	A	0.067627																															
234092_s_at	11	11	1435.6	A	0.334473																															
234093_at	11	11	848.5	A	0.067627																															
234094_x_at	11	11	245.2	A	0.601074																															
234095_at	11	11	466.4	A	0.129639																															
234096_at	11	11	195.3	M	0.056152																															
234097_s_at	11	11	161.5	A	0.171387																															
234098_at	11	11	2433.4	A	0.095215																															
234099_at	11	11	2041.1	A	0.129639																															
234100_at	11	11	39.0	A	0.919434																															
234101_at	11	11	1172.4	P	0.010742																															
234102_at	11	11	116.4	A	0.725830																															
234103_at	11	11	933.9	P	0.005859																															
234104_at	11	11	813.9	A	0.274170																															
234105_at	11	11	1082.0	M	0.056152																															
234106_s_at	11	11	1923.8	P	0.002930																															
234107_s_at	11	11	25231.3	P	0.000732																															
234108_at	11	11	284.9	A	0.149658																															
234109_x_at	11	11	704.6	A	0.334473																															
234110_at	11	11	78.4	A	0.466064																															
234111_at	11	11	6870.2	P	0.000732																															
234112_at	11	11	481.4	A	0.246094																															
234113_at	11	11	700.4	A	0.366211																															
234114_at	11	11	893.4	P	0.037598																															
234115_s_at	11	11	74.8	A	0.533936																															
234116_at	11	11	78.6	A	0.991943																															
234117_at	11	11	208.6	A	0.366211																															
234118_at	11	11	1188.0	A	0.067627																															
234119_at	11	11	166.0	A	0.601074																															
234120_at	11	11	1132.0	A	0.466064																															
234121_at	11	11	71.9	A	0.696289																															
234122_at	11	11	1078.8	A	0.111572																															
234123_at	11	11	424.0	A	0.366211																															
234124_at	11	11	1526.1	P	0.023926																															
234125_at	11	11	618.3	A	0.500000																															
234126_at	11	11	1652.6	P	0.001953																															
234127_at	11	11	909.4	A	0.219482																															
234128_at	11	11	1046.3	A	0.398926																															
234129_at	11	11	86.1	A	0.725830																															
234130_at	11	11	217.9	A	0.888428																															
234131_at	11	11	227.4	A	0.274170																															
234132_at	11	11	1895.6	P	0.030273																															
234133_s_at	11	11	278.6	A	0.567627																															
234134_at	11	11	47.4	A	0.533936																															
234135_x_at	11	11	2074.0	A	0.080566																															
234136_at	11	11	526.4	P	0.001953																															
234137_s_at	11	11	137.8	A	0.366211																															
234138_at	11	11	277.4	A	0.194580																															
234139_s_at	11	11	20.7	A	0.985840																															
234140_s_at	11	11	5588.9	P	0.000732																															
234141_s_at	11	11	693.8	A	0.398926																															
234142_at	11	11	355.3	A	0.398926																															
234143_at	11	11	3409.9	P	0.023926																															
234144_at	11	11	177.1	A	0.601074																															
234145_at	11	11	855.5	A	0.533936																															
234146_at	11	11	408.7	A	0.567627																															
234147_at	11	11	298.4	A	0.567627																															
234148_at	11	11	2498.9	P	0.030273																															
234149_at	11	11	94.1	A	0.696289																															
234150_at	11	11	460.1	A	0.246094																															
234151_at	11	11	533.6	A	0.500000																															
234152_at	11	11	798.5	A	0.149658																															
234153_at	11	11	680.6	A	0.533936																															
234154_at	11	11	388.9	A	0.274170																															
234155_at	11	11	43.1	A	0.500000																															
234156_at	11	11	1477.4	P	0.023926																															
234157_at	11	11	1291.1	A	0.194580																															
234158_at	11	11	268.6	A	0.828613																															
234159_at	11	11	4237.6	A	0.129639																															
234160_at	11	11	302.5	A	0.398926																															
234161_at	11	11	465.9	A	0.567627																															
234162_at	11	11	111.1	A	0.780518																															
234163_at	11	11	231.5	A	0.246094																															
234164_at	11	11	130.9	A	0.398926																															
234165_at	11	11	1115.1	P	0.000244																															
234166_at	11	11	646.9	A	0.246094																															
234167_at	11	11	526.8	A	0.334473																															
234168_at	11	11	713.8	A	0.067627																															
234169_at	11	11	69.4	A	0.567627																															
234170_at	11	11	1132.9	P	0.001953																															
234171_at	11	11	587.8	A	0.129639																															
234172_at	11	11	212.8	A	0.567627																															
234173_s_at	11	11	129.6	A	0.665527																															
234174_at	11	11	581.1	A	0.334473																															
234175_at	11	11	131.6	A	0.828613																															
234176_at	11	11	1871.8	P	0.005859																															
234177_at	11	11	983.9	A	0.398926																															
234178_at	11	11	99.0	A	0.567627																															
234179_at	11	11	134.5	A	0.696289																															
234180_at	11	11	105.3	A	0.533936																															
234181_at	11	11	1791.5	A	0.095215																															
234182_at	11	11	1125.8	A	0.194580																															
234183_at	11	11	177.3	A	0.665527																															
234184_at	11	11	920.0	A	0.067627																															
234185_at	11	11	395.3	A	0.095215																															
234186_at	11	11	1063.1	A	0.334473																															
234187_at	11	11	202.7	A	0.432373																															
234188_at	11	11	146.4	A	0.850342																															
234189_at	11	11	414.8	A	0.334473																															
234190_at	11	11	789.9	A	0.111572																															
234191_at	11	11	50.2	A	0.981445																															
234192_s_at	11	11	4358.0	P	0.000244																															
234193_at	11	11	1297.8	P	0.002930																															
234194_at	11	11	405.8	P	0.014160																															
234195_at	11	11	86.9	A	0.976074																															
234196_at	11	11	884.3	A	0.067627																															
234197_at	11	11	237.4	A	0.633789																															
234198_at	11	11	208.0	A	0.753906																															
234199_at	11	11	2375.9	P	0.046143																															
234200_at	11	11	144.4	A	0.805420																															
234201_x_at	11	11	348.0	A	0.725830																															
234202_at	11	11	652.6	A	0.303711																															
234203_at	11	11	719.0	A	0.194580																															
234204_at	11	11	435.6	A	0.129639																															
234205_at	11	11	607.9	A	0.274170																															
234206_at	11	11	2282.1	P	0.014160																															
234207_at	11	11	847.4	A	0.194580																															
234208_at	11	11	2310.6	A	0.111572																															
234209_at	11	11	220.1	A	0.219482																															
234210_x_at	11	11	994.2	P	0.004150																															
234211_at	11	11	225.6	A	0.805420																															
234212_at	11	11	242.2	A	0.398926																															
234213_at	11	11	272.4	A	0.334473																															
234214_at	11	11	1258.6	A	0.219482																															
234215_at	11	11	209.8	A	0.696289																															
234216_at	11	11	1405.4	A	0.219482																															
234217_at	11	11	361.0	A	0.080566																															
234218_at	11	11	39.8	A	0.633789																															
234219_at	11	11	992.8	A	0.095215																															
234220_at	11	11	1002.6	A	0.334473																															
234221_at	11	11	467.0	A	0.111572																															
234222_at	11	11	616.7	A	0.633789																															
234223_at	11	11	103.6	A	0.904785																															
234224_at	11	11	2542.1	P	0.010742																															
234225_at	11	11	121.9	A	0.805420																															
234226_at	11	11	256.1	A	0.870361																															
234227_at	11	11	57.7	A	0.500000																															
234228_at	11	11	739.8	A	0.111572																															
234229_at	11	11	515.1	A	0.633789																															
234230_at	11	11	349.2	A	0.432373																															
234231_at	11	11	754.4	P	0.023926																															
234232_at	11	11	675.6	A	0.398926																															
234233_s_at	11	11	75.6	A	0.567627																															
234234_at	11	11	537.8	A	0.398926																															
234235_at	11	11	471.3	M	0.056152																															
234236_at	11	11	256.7	A	0.601074																															
234237_s_at	11	11	1065.1	A	0.366211																															
234238_at	11	11	245.4	A	0.601074																															
234239_at	11	11	2351.6	P	0.010742																															
234240_at	11	11	316.6	A	0.500000																															
234241_at	11	11	221.7	A	0.870361																															
234242_at	11	11	93.8	A	0.753906																															
234243_at	11	11	396.4	A	0.095215																															
234244_at	11	11	90.5	A	0.753906																															
234245_at	11	11	1114.0	A	0.219482																															
234246_at	11	11	156.2	A	0.567627																															
234247_at	11	11	258.9	A	0.067627																															
234248_at	11	11	300.3	A	0.246094																															
234249_at	11	11	1286.6	A	0.432373																															
234250_at	11	11	789.3	A	0.274170																															
234251_at	11	11	64.2	A	0.805420																															
234252_at	11	11	1491.3	A	0.219482																															
234253_at	11	11	52.3	A	0.533936																															
234254_at	11	11	481.0	A	0.567627																															
234255_at	11	11	1813.0	A	0.171387																															
234256_at	11	11	188.5	A	0.567627																															
234257_at	11	11	507.0	A	0.274170																															
234258_at	11	11	133.3	A	0.665527																															
234259_at	11	11	890.5	A	0.149658																															
234260_at	11	11	422.8	A	0.111572																															
234261_at	11	11	1418.7	P	0.046143																															
234262_at	11	11	735.3	A	0.303711																															
234263_at	11	11	426.3	A	0.246094																															
234264_at	11	11	1853.0	A	0.466064																															
234265_at	11	11	789.0	A	0.194580																															
234266_at	11	11	1490.4	P	0.002930																															
234267_at	11	11	276.5	A	0.665527																															
234268_at	11	11	1243.0	A	0.274170																															
234269_at	11	11	1850.7	P	0.023926																															
234270_at	11	11	972.9	M	0.056152																															
234271_at	11	11	480.2	A	0.274170																															
234272_at	11	11	164.1	A	0.633789																															
234273_at	11	11	155.3	A	0.633789																															
234274_at	11	11	312.3	A	0.303711																															
234275_at	11	11	727.9	A	0.303711																															
234276_at	11	11	1589.8	P	0.010742																															
234277_at	11	11	347.0	A	0.171387																															
234278_at	11	11	1320.4	P	0.037598																															
234279_at	11	11	120.8	A	0.725830																															
234280_at	11	11	118.0	A	0.665527																															
234281_at	11	11	29.0	A	0.962402																															
234282_at	11	11	551.9	A	0.067627																															
234283_at	11	11	38.7	A	0.943848																															
234284_at	11	11	1072.3	M	0.056152																															
234285_at	11	11	184.7	A	0.850342																															
234286_at	11	11	100.9	A	0.997070																															
234287_at	11	11	1793.2	A	0.274170																															
234288_at	11	11	683.6	A	0.398926																															
234289_x_at	11	11	362.1	A	0.334473																															
234290_x_at	11	11	4296.9	P	0.037598																															
234291_s_at	11	11	2000.3	P	0.046143																															
234292_s_at	11	11	1206.9	A	0.219482																															
234293_x_at	11	11	133.7	A	0.567627																															
234294_x_at	11	11	11293.0	P	0.018555																															
234295_at	11	11	3369.0	P	0.000244																															
234296_s_at	11	11	42.9	A	0.888428																															
234297_at	11	11	1835.7	P	0.014160																															
234298_at	11	11	1243.4	A	0.194580																															
234299_s_at	11	11	1815.7	P	0.002930																															
234300_s_at	11	11	3248.5	P	0.000244																															
234301_s_at	11	11	839.4	A	0.274170																															
234302_s_at	11	11	13858.0	P	0.002930																															
234303_s_at	11	11	6498.3	P	0.000244																															
234304_s_at	11	11	2931.1	P	0.000732																															
234305_s_at	11	11	2761.8	P	0.014160																															
234306_s_at	11	11	160.5	A	0.753906																															
234307_s_at	11	11	2034.7	A	0.129639																															
234308_at	11	11	1488.7	A	0.171387																															
234309_at	11	11	320.7	A	0.366211																															
234310_s_at	11	11	292.0	A	0.828613																															
234311_s_at	11	11	3240.1	P	0.002930																															
234312_s_at	11	11	6095.2	P	0.004150																															
234313_at	11	11	41.8	A	0.725830																															
234314_at	11	11	1755.4	P	0.023926																															
234315_at	11	11	769.1	A	0.334473																															
234316_x_at	11	11	930.2	A	0.303711																															
234317_s_at	11	11	7097.0	P	0.014160																															
234318_x_at	11	11	127.1	A	0.953857																															
234319_at	11	11	399.1	A	0.366211																															
234320_at	11	11	172.6	A	0.334473																															
234321_x_at	11	11	2262.2	A	0.149658																															
234322_at	11	11	2021.9	A	0.080566																															
234323_at	11	11	445.5	A	0.194580																															
234324_at	11	11	631.7	A	0.246094																															
234325_at	11	11	30.1	A	0.943848																															
234326_at	11	11	513.4	A	0.171387																															
234327_at	11	11	136.9	A	0.919434																															
234328_at	11	11	405.2	A	0.398926																															
234329_at	11	11	581.2	A	0.398926																															
234330_at	11	11	380.5	A	0.129639																															
234331_s_at	11	11	1872.8	P	0.000244																															
234332_at	11	11	143.1	A	0.171387																															
234333_at	11	11	539.8	A	0.466064																															
234334_s_at	11	11	263.4	A	0.753906																															
234335_s_at	11	11	344.3	P	0.004150																															
234336_s_at	11	11	171.6	A	0.850342																															
234337_at	11	11	214.7	A	0.466064																															
234338_s_at	11	11	2846.6	M	0.056152																															
234339_s_at	11	11	13419.5	P	0.018555																															
234340_at	11	11	765.0	A	0.129639																															
234341_x_at	11	11	7466.9	P	0.005859																															
234342_at	11	11	106.6	A	0.753906																															
234343_s_at	11	11	6412.5	A	0.149658																															
234344_at	11	11	1020.8	A	0.095215																															
234345_at	11	11	1203.9	A	0.274170																															
234346_x_at	11	11	131.2	A	0.432373																															
234347_s_at	11	11	1064.3	P	0.037598																															
234348_at	11	11	29.7	A	0.696289																															
234349_at	11	11	211.8	A	0.696289																															
234350_at	11	11	444.8	A	0.567627																															
234351_x_at	11	11	1841.1	P	0.001221																															
234352_x_at	11	11	621.5	A	0.129639																															
234353_at	11	11	229.2	A	0.665527																															
234354_x_at	11	11	657.8	A	0.246094																															
234355_s_at	11	11	2305.4	A	0.219482																															
234356_at	11	11	168.4	A	0.953857																															
234357_at	11	11	1101.6	P	0.018555																															
234358_at	11	11	266.9	A	0.194580																															
234359_at	11	11	4170.1	A	0.274170																															
234360_at	11	11	113.4	A	0.665527																															
234361_at	11	11	23.4	A	0.932373																															
234362_s_at	11	11	1083.1	A	0.171387																															
234363_at	11	11	728.7	A	0.246094																															
234364_at	11	11	215.4	A	0.466064																															
234365_at	11	11	88.3	A	0.976074																															
234366_x_at	11	11	1584.3	M	0.056152																															
234367_x_at	11	11	861.4	A	0.500000																															
234368_at	11	11	502.9	A	0.194580																															
234369_at	11	11	3336.3	P	0.037598																															
234370_at	11	11	127.5	A	0.780518																															
234371_at	11	11	853.8	A	0.246094																															
234372_at	11	11	1036.0	A	0.149658																															
234373_x_at	11	11	667.1	A	0.432373																															
234374_at	11	11	486.6	A	0.246094																															
234375_x_at	11	11	502.2	A	0.111572																															
234376_at	11	11	52.9	A	0.888428																															
234377_at	11	11	699.6	A	0.500000																															
234378_at	11	11	35.8	A	0.870361																															
234379_at	11	11	77.6	A	0.753906																															
234380_x_at	11	11	742.7	A	0.274170																															
234381_at	11	11	791.3	A	0.366211																															
234382_x_at	11	11	227.2	A	0.219482																															
234383_x_at	11	11	37.1	A	0.696289																															
234384_at	11	11	834.3	A	0.246094																															
234385_at	11	11	198.5	A	0.303711																															
234386_s_at	11	11	447.0	A	0.466064																															
234387_at	11	11	492.7	A	0.171387																															
234388_at	11	11	136.1	A	0.665527																															
234389_x_at	11	11	861.6	P	0.030273																															
234390_x_at	11	11	46.3	A	0.932373																															
234392_at	11	11	91.5	A	0.828613																															
234393_at	11	11	869.0	A	0.171387																															
234394_at	11	11	1256.4	P	0.018555																															
234395_at	11	11	917.5	A	0.129639																															
234396_at	11	11	335.5	A	0.398926																															
234397_at	11	11	186.8	A	0.888428																															
234398_at	11	11	245.7	A	0.780518																															
234399_at	11	11	462.5	P	0.037598																															
234400_at	11	11	75.9	A	0.943848																															
234401_at	11	11	439.2	P	0.037598																															
234402_at	11	11	94.3	A	0.500000																															
234403_at	11	11	3380.0	P	0.037598																															
234404_at	11	11	174.9	A	0.753906																															
234405_s_at	11	11	3702.7	P	0.001221																															
234406_at	11	11	104.9	A	0.753906																															
234407_s_at	11	11	270.7	A	0.398926																															
234408_at	11	11	144.9	A	0.633789																															
234409_at	11	11	567.6	A	0.303711																															
234410_at	11	11	102.5	A	0.567627																															
234411_x_at	11	11	141.1	A	0.805420																															
234412_at	11	11	99.3	A	0.976074																															
234413_at	11	11	172.7	A	0.601074																															
234414_at	11	11	415.2	A	0.725830																															
234415_x_at	11	11	187.9	A	0.725830																															
234416_at	11	11	111.7	A	0.904785																															
234417_at	11	11	112.8	A	0.888428																															
234418_x_at	11	11	27.2	A	0.969727																															
234419_x_at	11	11	61.3	A	0.994141																															
234420_at	11	11	131.6	A	0.274170																															
234421_s_at	11	11	110.2	A	0.828613																															
234422_at	11	11	69.4	A	0.601074																															
234423_x_at	11	11	2803.9	P	0.014160																															
234424_at	11	11	97.2	A	0.533936																															
234425_at	11	11	661.2	A	0.633789																															
234426_x_at	11	11	120.9	A	0.246094																															
234427_at	11	11	80.0	A	0.567627																															
234428_at	11	11	38.1	A	0.334473																															
234429_at	11	11	221.8	A	0.366211																															
234430_at	11	11	519.7	A	0.500000																															
234431_at	11	11	1248.4	A	0.334473																															
234432_at	11	11	107.1	A	0.274170																															
234433_at	11	11	430.7	A	0.111572																															
234434_at	11	11	964.9	P	0.030273																															
234435_at	11	11	928.8	A	0.129639																															
234436_x_at	11	11	125.2	A	0.962402																															
234437_at	11	11	1431.8	P	0.014160																															
234438_at	11	11	139.8	A	0.969727																															
234439_at	11	11	476.4	A	0.500000																															
234440_at	11	11	927.2	P	0.000732																															
234441_at	11	11	1440.8	A	0.533936																															
