21470-21452-fetal,normal,MA0000216 spinal column 133B
Probe Array Lot: 
Operator Name: ec
Sample Type: 
Sample Description: 
Project: 
Comments: 
Reagents: 
Reagent Lot: 
Algorithm: Statistical
Corner+ Avg:97, Count:32
Corner- Avg:8712, Count:32
BF= Alpha1=0.05 Alpha2=0.065 Tau=0.015 Gamma1H=0.0045 Gamma1L=0.0045 Gamma2H=0.006 Gamma2L=0.006 Perturbation=1.1 TGT=2500 NF=1.000000 SF=24.506239 SFGene=All 
Background=Avg:66.33,Stdev:2.48,Max:76.0,Min:61.5 Noise=Avg:3.49,Stdev:0.25,Max:4.3,Min:2.9 RawQ=2.67 

Probe Set Name	Stat Pairs	Stat Pairs Used	Signal	Detection	Detection p-value	Stat Common Pairs	Signal Log Ratio	Signal Log Ratio Low	Signal Log Ratio High	Change	Change p-value	Positive	Negative	Pairs	Pairs Used	Pairs InAvg	Pos Fraction	Log Avg	Pos/Neg	Avg Diff	Abs Call	Inc	Dec	Inc Ratio	Dec Ratio	Pos Change	Neg Change	Inc/Dec	DPos-DNeg Ratio	Log Avg Ratio Change	Diff Call	Avg Diff Change	B=A	Fold Change	Sort Score	
239294_at	11	11	1825.9	A	0.194580																															
239295_at	11	11	4639.5	P	0.000244																															
239296_at	11	11	1682.0	P	0.005859																															
239297_at	11	11	4370.0	P	0.005859																															
239298_at	11	11	307.3	A	0.366211																															
239299_at	11	11	537.8	A	0.246094																															
239300_at	11	11	3708.8	P	0.000732																															
239301_at	11	11	703.8	A	0.171387																															
239302_s_at	11	11	776.3	A	0.246094																															
239303_at	11	11	1477.6	A	0.219482																															
239304_at	11	11	807.6	A	0.366211																															
239305_at	11	11	549.4	A	0.129639																															
239306_at	11	11	907.4	P	0.046143																															
239307_at	11	11	1554.6	A	0.080566																															
239308_at	11	11	1433.7	A	0.219482																															
239309_at	11	11	104.4	A	0.533936																															
239310_at	11	11	230.6	A	0.533936																															
239311_at	11	11	1912.0	P	0.001953																															
239312_at	11	11	514.8	A	0.067627																															
239313_at	11	11	3246.0	M	0.056152																															
239314_at	11	11	1721.2	P	0.030273																															
239315_at	11	11	245.2	A	0.696289																															
239316_at	11	11	3211.9	P	0.046143																															
239317_at	11	11	21.0	A	0.981445																															
239318_at	11	11	1948.4	A	0.080566																															
239319_at	11	11	94.9	A	0.932373																															
239320_at	11	11	2761.3	P	0.000732																															
239321_at	11	11	25.6	A	0.994141																															
239322_at	11	11	3198.1	P	0.014160																															
239323_at	11	11	91.7	A	0.888428																															
239324_at	11	11	2286.0	A	0.219482																															
239325_at	11	11	331.0	A	0.466064																															
239326_at	11	11	82.2	A	0.828613																															
239327_at	11	11	102.3	A	0.601074																															
239328_at	11	11	1297.1	P	0.046143																															
239329_at	11	11	2394.4	P	0.004150																															
239330_at	11	11	1898.5	P	0.001221																															
239331_at	11	11	1302.9	A	0.194580																															
239332_at	11	11	1738.1	A	0.246094																															
239333_x_at	11	11	1346.4	P	0.008057																															
239334_at	11	11	505.3	A	0.246094																															
239335_at	11	11	422.6	A	0.080566																															
239336_at	11	11	199.2	A	0.398926																															
239337_at	11	11	173.7	A	0.500000																															
239338_x_at	11	11	230.6	A	0.725830																															
239339_at	11	11	403.3	A	0.432373																															
239340_at	11	11	8270.9	P	0.000244																															
239341_at	11	11	256.4	A	0.665527																															
239342_at	11	11	1185.6	A	0.111572																															
239343_at	11	11	671.9	P	0.001953																															
239344_at	11	11	647.7	A	0.171387																															
239345_at	11	11	957.5	A	0.219482																															
239346_at	11	11	2988.2	P	0.000244																															
239347_at	11	11	2807.2	P	0.008057																															
239348_at	11	11	2637.5	P	0.001953																															
239349_at	11	11	463.9	P	0.001953																															
239350_at	11	11	115.6	A	0.870361																															
239351_at	11	11	763.4	A	0.500000																															
239352_at	11	11	1545.7	P	0.001953																															
239353_at	11	11	1561.8	P	0.018555																															
239354_at	11	11	3336.7	P	0.030273																															
239355_at	11	11	4504.7	P	0.001221																															
239356_at	11	11	49.0	A	0.953857																															
239357_at	11	11	10579.1	P	0.008057																															
239358_at	11	11	2375.3	P	0.010742																															
239359_at	11	11	3604.0	P	0.001953																															
239360_at	11	11	2313.3	A	0.432373																															
239361_at	11	11	101.1	A	0.870361																															
239362_at	11	11	53.9	A	0.953857																															
239363_at	11	11	1173.5	P	0.008057																															
239364_at	11	11	695.9	A	0.398926																															
239365_at	11	11	17.4	A	0.989258																															
239366_at	11	11	80.8	A	0.962402																															
239367_at	11	11	1184.9	A	0.067627																															
239368_at	11	11	1067.2	A	0.366211																															
239369_at	11	11	1309.1	A	0.149658																															
239370_at	11	11	686.4	A	0.129639																															
239371_at	11	11	549.9	A	0.194580																															
239372_at	11	11	659.2	A	0.129639																															
239373_at	11	11	1090.5	P	0.000732																															
239374_at	11	11	31.4	A	0.985840																															
239375_at	11	11	2448.2	P	0.004150																															
239376_at	11	11	2064.6	P	0.001221																															
239377_at	11	11	3745.0	P	0.001221																															
239378_at	11	11	430.3	A	0.303711																															
239379_at	11	11	2163.9	P	0.018555																															
239380_at	11	11	353.0	A	0.067627																															
239381_at	11	11	2671.2	P	0.002930																															
239382_at	11	11	184.6	A	0.696289																															
239383_at	11	11	1042.5	A	0.219482																															
239384_at	11	11	2585.0	A	0.149658																															
239385_at	11	11	256.9	A	0.500000																															
239386_at	11	11	270.4	A	0.500000																															
239387_at	11	11	62.8	A	0.753906																															
239388_at	11	11	2208.4	P	0.023926																															
239389_at	11	11	601.3	A	0.432373																															
239390_at	11	11	4320.8	P	0.014160																															
239391_at	11	11	754.1	A	0.080566																															
239392_s_at	11	11	1113.4	P	0.010742																															
239393_at	11	11	620.8	P	0.030273																															
239394_at	11	11	664.5	A	0.398926																															
239395_at	11	11	1066.4	P	0.010742																															
239396_at	11	11	3216.9	A	0.149658																															
239397_at	11	11	651.3	A	0.533936																															
239398_at	11	11	632.5	A	0.303711																															
239399_at	11	11	1000.6	A	0.219482																															
